,idx,nid,label
77,5,1arj.N.30,33
78,5,1arj.N.31,33
79,5,1arj.N.32,33
80,5,1arj.N.33,33
81,5,1arj.N.34,33
82,5,1arj.N.35,33
83,5,1arj.N.36,33
84,5,1arj.N.37,33
85,5,1arj.N.38,33
86,5,1arj.N.39,33
87,5,1arj.N.40,33
88,5,1arj.N.41,33
89,5,1arj.N.42,33
90,5,1arj.N.43,33
91,6,1asz.R.674,11
92,6,1asz.S.675,11
93,6,1asz.R.673,11
94,6,1asz.S.676,11
95,6,1asz.R.672,11
96,6,1asz.S.673,11
97,6,1asz.R.676,11
98,6,1asz.S.674,11
99,6,1asz.R.675,11
100,7,1c0a.B.630,39
101,7,1c0a.B.635,39
102,7,1c0a.B.636,39
103,7,1c0a.B.639,39
104,7,1c0a.B.637,39
105,7,1c0a.B.632,39
106,7,1c0a.B.638,39
107,7,1c0a.B.634,39
108,7,1c0a.B.631,39
109,7,1c0a.B.633,39
110,7,1c0a.B.640,39
111,8,1c2q.B.11,40
112,8,1c2q.B.12,40
113,8,1c2q.B.13,40
114,8,1c2q.B.14,40
115,8,1c2q.B.15,40
116,8,1c2q.B.16,40
117,8,1c2q.B.17,40
118,8,1c2q.B.18,40
119,9,1cx5.B.102,40
120,9,1cx5.B.103,40
121,9,1cx5.B.104,40
122,9,1cx5.B.105,40
123,9,1cx5.B.106,40
124,9,1cx5.B.107,40
125,9,1cx5.B.108,40
126,9,1cx5.B.109,40
127,9,1cx5.B.110,40
128,10,1dk1.B.44,24
129,10,1dk1.B.24,24
130,10,1dk1.B.21,24
131,10,1dk1.B.49,24
132,10,1dk1.B.25,24
133,10,1dk1.B.46,24
134,10,1dk1.B.23,24
135,10,1dk1.B.19,24
136,10,1dk1.B.48,24
137,10,1dk1.B.22,24
138,10,1dk1.B.20,24
139,10,1dk1.B.47,24
140,10,1dk1.B.45,24
141,11,1dk1.B.40,24
142,11,1dk1.B.29,24
143,11,1dk1.B.43,24
144,11,1dk1.B.27,24
145,11,1dk1.B.39,24
146,11,1dk1.B.31,24
147,11,1dk1.B.41,24
148,11,1dk1.B.30,24
149,11,1dk1.B.28,24
150,11,1dk1.B.37,24
151,11,1dk1.B.26,24
152,11,1dk1.B.38,24
153,11,1dk1.B.42,24
154,12,1drz.B.149,24
155,12,1drz.B.155,24
156,12,1drz.B.150,24
157,12,1drz.B.154,24
158,12,1drz.B.153,24
159,12,1drz.B.152,24
160,12,1drz.B.151,24
161,13,1dul.B.176,14
162,13,1dul.B.178,14
163,13,1dul.B.174,14
164,13,1dul.B.175,14
165,13,1dul.B.177,14
166,13,1dul.B.130,14
167,13,1dul.B.133,14
168,13,1dul.B.132,14
169,13,1dul.B.131,14
170,14,1dul.B.161,24
171,14,1dul.B.148,24
172,14,1dul.B.159,24
173,14,1dul.B.160,24
174,14,1dul.B.149,24
175,14,1dul.B.162,24
176,14,1dul.B.151,24
177,14,1dul.B.152,24
178,14,1dul.B.153,24
179,14,1dul.B.150,24
180,15,1dul.B.161,24
181,15,1dul.B.148,24
182,15,1dul.B.163,24
183,15,1dul.B.149,24
184,15,1dul.B.147,24
185,15,1dul.B.162,24
186,15,1dul.B.165,24
187,15,1dul.B.164,24
188,15,1dul.B.146,24
189,16,1dul.B.148,24
190,16,1dul.B.164,24
191,16,1dul.B.163,24
192,16,1dul.B.147,24
193,16,1dul.B.162,24
194,16,1dul.B.165,24
195,16,1dul.B.167,24
196,16,1dul.B.145,24
197,16,1dul.B.166,24
198,16,1dul.B.146,24
199,17,1efw.D.38,39
200,17,1efw.C.32,39
201,17,1efw.C.33,39
202,17,1efw.C.36,39
203,17,1efw.D.34,39
204,17,1efw.D.30,39
205,17,1efw.C.35,39
206,17,1efw.D.35,39
207,17,1efw.D.33,39
208,17,1efw.D.39,39
209,17,1efw.D.37,39
210,17,1efw.C.38,39
211,17,1efw.C.34,39
212,17,1efw.C.31,39
213,17,1efw.D.32,39
214,17,1efw.D.31,39
215,17,1efw.C.37,39
216,17,1efw.D.36,39
217,18,1ehz.A.34,6
218,18,1ehz.A.32,6
219,18,1ehz.A.38,6
220,18,1ehz.A.35,6
221,18,1ehz.A.31,6
222,18,1ehz.A.37,6
223,18,1ehz.A.33,6
224,18,1ehz.A.36,6
225,19,1ei2.A.1,2
226,19,1ei2.A.10,2
227,19,1ei2.A.11,2
228,19,1ei2.A.12,2
229,19,1ei2.A.13,2
230,19,1ei2.A.14,2
231,19,1ei2.A.15,2
232,19,1ei2.A.16,2
233,19,1ei2.A.17,2
234,19,1ei2.A.18,2
235,19,1ei2.A.19,2
236,19,1ei2.A.2,2
237,19,1ei2.A.20,2
238,19,1ei2.A.21,2
239,19,1ei2.A.22,2
240,19,1ei2.A.23,2
241,19,1ei2.A.24,2
242,19,1ei2.A.25,2
243,19,1ei2.A.3,2
244,19,1ei2.A.4,2
245,19,1ei2.A.5,2
246,19,1ei2.A.6,2
247,19,1ei2.A.7,2
248,19,1ei2.A.8,2
249,19,1ei2.A.9,2
250,20,1ejz.A.1,12
251,20,1ejz.A.2,12
252,20,1ejz.A.3,12
253,20,1ejz.A.4,12
254,20,1ejz.A.5,12
255,21,1ejz.A.2,5
256,21,1ejz.A.3,5
257,21,1ejz.A.4,5
258,21,1ejz.A.5,5
259,21,1ejz.A.6,5
260,22,1ejz.A.3,12
261,22,1ejz.A.4,12
262,22,1ejz.A.5,12
263,22,1ejz.A.6,12
264,22,1ejz.A.7,12
265,23,1ejz.A.4,12
266,23,1ejz.A.5,12
267,23,1ejz.A.6,12
268,23,1ejz.A.7,12
269,23,1ejz.A.8,12
270,24,1evv.A.37,6
271,24,1evv.A.36,6
272,24,1evv.A.31,6
273,24,1evv.A.32,6
274,24,1evv.A.38,6
275,24,1evv.A.34,6
276,24,1evv.A.33,6
277,24,1evv.A.35,6
278,25,1evv.A.59,20
279,25,1evv.A.54,20
280,25,1evv.A.57,20
281,25,1evv.A.19,20
282,25,1evv.A.63,20
283,25,1evv.A.56,20
284,25,1evv.A.55,20
285,25,1evv.A.62,20
286,25,1evv.A.64,20
287,25,1evv.A.51,20
288,25,1evv.A.18,20
289,25,1evv.A.20,20
290,25,1evv.A.53,20
291,25,1evv.A.52,20
292,25,1evv.A.61,20
293,25,1evv.A.49,20
294,25,1evv.A.50,20
295,25,1evv.A.60,20
296,25,1evv.A.58,20
297,26,1f7y.B.21,24
298,26,1f7y.B.19,24
299,26,1f7y.B.25,24
300,26,1f7y.B.44,24
301,26,1f7y.B.46,24
302,26,1f7y.B.49,24
303,26,1f7y.B.45,24
304,26,1f7y.B.23,24
305,26,1f7y.B.48,24
306,26,1f7y.B.22,24
307,26,1f7y.B.20,24
308,26,1f7y.B.24,24
309,26,1f7y.B.47,24
310,27,1f7y.B.40,24
311,27,1f7y.B.27,24
312,27,1f7y.B.43,24
313,27,1f7y.B.28,24
314,27,1f7y.B.42,24
315,27,1f7y.B.41,24
316,27,1f7y.B.38,24
317,27,1f7y.B.26,24
318,27,1f7y.B.29,24
319,27,1f7y.B.39,24
320,27,1f7y.B.30,24
321,27,1f7y.B.31,24
322,27,1f7y.B.37,24
323,28,1fcw.E.31,6
324,28,1fcw.E.34,6
325,28,1fcw.E.37,6
326,28,1fcw.A.35,6
327,28,1fcw.B.35,6
328,28,1fcw.B.37,6
329,28,1fcw.B.38,6
330,28,1fcw.D.32,6
331,28,1fcw.D.33,6
332,28,1fcw.B.34,6
333,28,1fcw.B.31,6
334,28,1fcw.D.34,6
335,28,1fcw.A.38,6
336,28,1fcw.C.36,6
337,28,1fcw.A.32,6
338,28,1fcw.C.38,6
339,28,1fcw.A.36,6
340,28,1fcw.E.33,6
341,28,1fcw.A.34,6
342,28,1fcw.B.32,6
343,28,1fcw.E.38,6
344,28,1fcw.B.36,6
345,28,1fcw.D.38,6
346,28,1fcw.D.35,6
347,28,1fcw.C.33,6
348,28,1fcw.A.37,6
349,28,1fcw.E.36,6
350,28,1fcw.B.33,6
351,28,1fcw.C.34,6
352,28,1fcw.D.36,6
353,28,1fcw.C.35,6
354,28,1fcw.C.32,6
355,28,1fcw.A.33,6
356,28,1fcw.C.37,6
357,28,1fcw.D.31,6
358,28,1fcw.D.37,6
359,28,1fcw.E.32,6
360,28,1fcw.E.35,6
361,29,1ffz.A.2285,25
362,29,1ffz.B.74,25
363,29,1ffz.A.2644,25
364,29,1ffz.A.2538,25
365,29,1ffz.B.77,25
366,29,1ffz.A.2610,25
367,29,1ffz.A.2481,25
368,29,1ffz.A.2615,25
369,29,1ffz.A.2106,25
370,29,1ffz.A.2638,25
371,29,1ffz.A.2622,25
372,29,1ffz.A.2621,25
373,29,1ffz.A.2590,25
374,29,1ffz.A.2618,25
375,29,1ffz.A.2486,25
376,29,1ffz.A.2537,25
377,29,1ffz.A.2104,25
378,29,1ffz.A.2102,25
379,29,1ffz.A.2536,25
380,29,1ffz.A.2586,25
381,29,1ffz.A.2606,25
382,29,1ffz.A.2587,25
383,29,1ffz.A.2641,25
384,29,1ffz.A.2624,25
385,29,1ffz.A.2283,25
386,29,1ffz.A.2617,25
387,29,1ffz.A.2484,25
388,29,1ffz.A.2608,25
389,29,1ffz.A.2547,25
390,29,1ffz.A.2619,25
391,29,1ffz.A.2488,25
392,29,1ffz.A.2533,25
393,29,1ffz.B.75,25
394,29,1ffz.A.2534,25
395,29,1ffz.A.2639,25
396,29,1ffz.A.2101,25
397,29,1ffz.A.2483,25
398,29,1ffz.A.2487,25
399,29,1ffz.A.2589,25
400,29,1ffz.A.2100,25
401,29,1ffz.A.2627,25
402,29,1ffz.A.2535,25
403,29,1ffz.A.2542,25
404,29,1ffz.A.2646,25
405,29,1ffz.A.2588,25
406,29,1ffz.A.2607,25
407,29,1ffz.A.2480,25
408,29,1ffz.A.2489,25
409,29,1ffz.A.2637,25
410,29,1ffz.A.2540,25
411,29,1ffz.A.2103,25
412,29,1ffz.A.2482,25
413,29,1ffz.A.2625,25
414,29,1ffz.A.2539,25
415,29,1ffz.A.2635,25
416,29,1ffz.A.2544,25
417,29,1ffz.A.2543,25
418,29,1ffz.A.2485,25
419,29,1ffz.A.2284,25
420,29,1ffz.A.2626,25
421,29,1ffz.A.2609,25
422,29,1ffz.A.2645,25
423,29,1ffz.A.2541,25
424,29,1ffz.A.2105,25
425,29,1ffz.A.2616,25
426,29,1ffz.A.2636,25
427,29,1ffz.A.2620,25
428,29,1ffz.A.2640,25
429,30,1fg0.A.2611,25
430,30,1fg0.A.2622,25
431,30,1fg0.A.2617,25
432,30,1fg0.A.2102,25
433,30,1fg0.A.2610,25
434,30,1fg0.A.2616,25
435,30,1fg0.A.2538,25
436,30,1fg0.A.2488,25
437,30,1fg0.A.2103,25
438,30,1fg0.A.2638,25
439,30,1fg0.A.2627,25
440,30,1fg0.A.2606,25
441,30,1fg0.A.2482,25
442,30,1fg0.A.2101,25
443,30,1fg0.A.2619,25
444,30,1fg0.A.2541,25
445,30,1fg0.A.2591,25
446,30,1fg0.A.2486,25
447,30,1fg0.A.2483,25
448,30,1fg0.A.2618,25
449,30,1fg0.A.2484,25
450,30,1fg0.A.2590,25
451,30,1fg0.A.2586,25
452,30,1fg0.A.2588,25
453,30,1fg0.A.2525,25
454,30,1fg0.A.2635,25
455,30,1fg0.A.2587,25
456,30,1fg0.A.2527,25
457,30,1fg0.A.2543,25
458,30,1fg0.A.2487,25
459,30,1fg0.B.76,25
460,30,1fg0.A.2544,25
461,30,1fg0.A.2529,25
462,30,1fg0.A.2106,25
463,30,1fg0.A.2528,25
464,30,1fg0.A.2609,25
465,30,1fg0.A.2100,25
466,30,1fg0.A.2646,25
467,30,1fg0.A.2615,25
468,30,1fg0.A.2620,25
469,30,1fg0.A.2645,25
470,30,1fg0.A.2626,25
471,30,1fg0.A.2489,25
472,30,1fg0.A.2535,25
473,30,1fg0.A.2534,25
474,30,1fg0.A.2481,25
475,30,1fg0.A.2607,25
476,30,1fg0.A.2589,25
477,30,1fg0.A.2495,25
478,30,1fg0.A.2621,25
479,30,1fg0.A.2639,25
480,30,1fg0.A.2608,25
481,30,1fg0.A.2636,25
482,30,1fg0.A.2492,25
483,30,1fg0.A.2542,25
484,30,1fg0.B.74,25
485,30,1fg0.A.2536,25
486,30,1fg0.A.2547,25
487,30,1fg0.A.2540,25
488,30,1fg0.A.2533,25
489,30,1fg0.A.2104,25
490,30,1fg0.A.2526,25
491,30,1fg0.A.2539,25
492,30,1fg0.A.2480,25
493,30,1fg0.A.2644,25
494,30,1fg0.B.75,25
495,30,1fg0.A.2485,25
496,30,1fg0.A.2490,25
497,30,1fg0.A.2530,25
498,30,1fg0.A.2494,25
499,30,1fg0.A.2493,25
500,30,1fg0.A.2105,25
501,30,1fg0.A.2637,25
502,30,1fg0.A.2537,25
503,31,1fjg.A.1068,32
504,31,1fjg.A.1071,32
505,31,1fjg.A.1385,32
506,31,1fjg.A.1384,32
507,31,1fjg.A.1386,32
508,31,1fjg.A.928,32
509,31,1fjg.A.1072,32
510,31,1fjg.A.1190,32
511,31,1fjg.A.1066,32
512,31,1fjg.A.1191,32
513,31,1fjg.A.1067,32
514,31,1fjg.A.1095,32
515,31,1fjg.A.1389,32
516,31,1fjg.A.1063,32
517,31,1fjg.A.1069,32
518,31,1fjg.A.1085,32
519,31,1fjg.A.1192,32
520,31,1fjg.A.1105,32
521,31,1fjg.A.1106,32
522,31,1fjg.A.1387,32
523,31,1fjg.A.1195,32
524,31,1fjg.A.1107,32
525,31,1fjg.A.932,32
526,31,1fjg.A.1061,32
527,31,1fjg.A.1390,32
528,31,1fjg.A.1062,32
529,31,1fjg.A.1065,32
530,31,1fjg.A.1193,32
531,31,1fjg.A.931,32
532,31,1fjg.A.1093,32
533,31,1fjg.A.1094,32
534,31,1fjg.A.1388,32
535,31,1fjg.A.1194,32
536,31,1fjg.A.1064,32
537,31,1fjg.A.1196,32
538,31,1fjg.A.1104,32
539,31,1fjg.A.1189,32
540,31,1fjg.A.930,32
541,31,1fjg.A.1108,32
542,31,1fjg.A.929,32
543,31,1fjg.A.1070,32
544,32,1fjg.A.13,26
545,32,1fjg.A.1410,26
546,32,1fjg.A.10,26
547,32,1fjg.A.529,26
548,32,1fjg.A.917,26
549,32,1fjg.A.1080,26
550,32,1fjg.A.534,26
551,32,1fjg.A.1492,26
552,32,1fjg.A.535,26
553,32,1fjg.A.1412,26
554,32,1fjg.A.527,26
555,32,1fjg.A.525,26
556,32,1fjg.A.528,26
557,32,1fjg.A.921,26
558,32,1fjg.A.888,26
559,32,1fjg.A.916,26
560,32,1fjg.A.21,26
561,32,1fjg.A.506,26
562,32,1fjg.A.914,26
563,32,1fjg.A.23,26
564,32,1fjg.A.1411,26
565,32,1fjg.A.523,26
566,32,1fjg.A.507,26
567,32,1fjg.A.522,26
568,32,1fjg.A.20,26
569,32,1fjg.A.16,26
570,32,1fjg.A.1489,26
571,32,1fjg.A.912,26
572,32,1fjg.A.1487,26
573,32,1fjg.A.504,26
574,32,1fjg.A.17,26
575,32,1fjg.A.526,26
576,32,1fjg.A.521,26
577,32,1fjg.A.884,26
578,32,1fjg.A.920,26
579,32,1fjg.A.536,26
580,32,1fjg.A.909,26
581,32,1fjg.A.1493,26
582,32,1fjg.A.915,26
583,32,1fjg.A.1488,26
584,32,1fjg.A.15,26
585,32,1fjg.A.11,26
586,32,1fjg.A.919,26
587,32,1fjg.A.1491,26
588,32,1fjg.A.913,26
589,32,1fjg.A.910,26
590,32,1fjg.A.886,26
591,32,1fjg.A.505,26
592,32,1fjg.A.572,26
593,32,1fjg.A.911,26
594,32,1fjg.A.887,26
595,32,1fjg.A.1408,26
596,32,1fjg.A.22,26
597,32,1fjg.A.1490,26
598,32,1fjg.A.14,26
599,32,1fjg.A.524,26
600,32,1fjg.A.12,26
601,32,1fjg.A.1409,26
602,32,1fjg.A.885,26
603,32,1fjg.A.19,26
604,33,1fjg.A.1410,2
605,33,1fjg.A.1492,2
606,33,1fjg.A.1402,2
607,33,1fjg.A.1518,2
608,33,1fjg.A.1412,2
609,33,1fjg.A.1517,2
610,33,1fjg.A.1494,2
611,33,1fjg.A.1411,2
612,33,1fjg.A.1496,2
613,33,1fjg.A.1486,2
614,33,1fjg.A.1489,2
615,33,1fjg.A.1487,2
616,33,1fjg.A.1406,2
617,33,1fjg.A.1493,2
618,33,1fjg.A.1488,2
619,33,1fjg.A.1491,2
620,33,1fjg.A.1413,2
621,33,1fjg.A.1404,2
622,33,1fjg.A.1405,2
623,33,1fjg.A.1499,2
624,33,1fjg.A.1495,2
625,33,1fjg.A.1408,2
626,33,1fjg.A.1498,2
627,33,1fjg.A.1497,2
628,33,1fjg.A.1490,2
629,33,1fjg.A.1403,2
630,33,1fjg.A.1409,2
631,33,1fjg.A.1519,2
632,33,1fjg.A.1407,2
633,34,1fmn.A.10,35
634,34,1fmn.A.11,35
635,34,1fmn.A.12,35
636,34,1fmn.A.13,35
637,34,1fmn.A.14,35
638,34,1fmn.A.15,35
639,34,1fmn.A.22,35
640,34,1fmn.A.23,35
641,34,1fmn.A.24,35
642,34,1fmn.A.25,35
643,34,1fmn.A.26,35
644,34,1fmn.A.27,35
645,34,1fmn.A.28,35
646,34,1fmn.A.29,35
647,34,1fmn.A.30,35
648,34,1fmn.A.5,35
649,34,1fmn.A.6,35
650,34,1fmn.A.7,35
651,34,1fmn.A.8,35
652,34,1fmn.A.9,35
653,35,1fuf.A.1,3
654,35,1fuf.B.26,3
655,35,1fuf.B.28,3
656,35,1fuf.A.3,3
657,35,1fuf.A.4,3
658,35,1fuf.A.2,3
659,36,1fuf.A.1,20
660,36,1fuf.A.10,20
661,36,1fuf.A.11,20
662,36,1fuf.A.12,20
663,36,1fuf.A.2,20
664,36,1fuf.A.3,20
665,36,1fuf.A.4,20
666,36,1fuf.A.5,20
667,36,1fuf.A.6,20
668,36,1fuf.A.7,20
669,36,1fuf.A.8,20
670,36,1fuf.A.9,20
671,36,1fuf.B.15,20
672,36,1fuf.B.16,20
673,36,1fuf.B.17,20
674,36,1fuf.B.18,20
675,36,1fuf.B.19,20
676,36,1fuf.B.20,20
677,36,1fuf.B.21,20
678,36,1fuf.B.22,20
679,36,1fuf.B.23,20
680,36,1fuf.B.24,20
681,36,1fuf.B.25,20
682,36,1fuf.B.26,20
683,37,1fuf.A.14,3
684,37,1fuf.B.18,3
685,37,1fuf.B.17,3
686,37,1fuf.A.12,3
687,37,1fuf.B.15,3
688,37,1fuf.B.16,3
689,38,1fyp.A.1,2
690,38,1fyp.A.10,2
691,38,1fyp.A.11,2
692,38,1fyp.A.12,2
693,38,1fyp.A.14,2
694,38,1fyp.A.15,2
695,38,1fyp.A.16,2
696,38,1fyp.A.17,2
697,38,1fyp.A.18,2
698,38,1fyp.A.19,2
699,38,1fyp.A.2,2
700,38,1fyp.A.20,2
701,38,1fyp.A.21,2
702,38,1fyp.A.22,2
703,38,1fyp.A.23,2
704,38,1fyp.A.24,2
705,38,1fyp.A.25,2
706,38,1fyp.A.26,2
707,38,1fyp.A.27,2
708,38,1fyp.A.3,2
709,38,1fyp.A.4,2
710,38,1fyp.A.5,2
711,38,1fyp.A.6,2
712,38,1fyp.A.7,2
713,38,1fyp.A.8,2
714,38,1fyp.A.9,2
715,39,1g3a.A.3,27
716,39,1g3a.A.4,27
717,39,1g3a.A.5,27
718,39,1g3a.A.6,27
719,39,1g3a.B.1,27
720,39,1g3a.B.2,27
721,39,1g3a.B.3,27
722,39,1g3a.B.4,27
723,39,1g3a.B.5,27
724,40,1h0q.A.6,4
725,40,1h0q.A.7,4
726,40,1h0q.A.8,4
727,40,1h0q.A.9,4
728,40,1h0q.B.10,4
729,40,1h0q.B.11,4
730,40,1h0q.B.12,4
731,40,1h0q.B.13,4
732,40,1h0q.B.14,4
733,41,1h0q.A.5,4
734,41,1h0q.A.4,4
735,41,1h0q.B.16,4
736,41,1h0q.B.15,4
737,41,1h0q.B.14,4
738,41,1h0q.A.6,4
739,41,1h0q.B.13,4
740,41,1h0q.B.12,4
741,42,1h0q.A.4,4
742,42,1h0q.B.17,4
743,42,1h0q.B.16,4
744,42,1h0q.A.2,4
745,42,1h0q.B.15,4
746,42,1h0q.B.14,4
747,42,1h0q.B.18,4
748,42,1h0q.A.3,4
749,43,1hhw.A.5,4
750,43,1hhw.B.11,4
751,43,1hhw.B.12,4
752,43,1hhw.B.13,4
753,43,1hhw.B.14,4
754,43,1hhw.B.15,4
755,43,1hhw.B.16,4
756,43,1hhw.B.17,4
757,43,1hhw.B.18,4
758,44,1hhx.A.5,4
759,44,1hhx.A.7,4
760,44,1hhx.B.10,4
761,44,1hhx.B.11,4
762,44,1hhx.B.12,4
763,44,1hhx.B.13,4
764,44,1hhx.B.14,4
765,44,1hhx.B.15,4
766,44,1hhx.B.16,4
767,45,1hhx.A.2,4
768,45,1hhx.A.5,4
769,45,1hhx.B.13,4
770,45,1hhx.B.14,4
771,45,1hhx.B.15,4
772,45,1hhx.B.16,4
773,45,1hhx.B.17,4
774,45,1hhx.B.18,4
775,46,1hhx.A.2,4
776,46,1hhx.B.15,4
777,46,1hhx.B.18,4
778,46,1hhx.B.17,4
779,46,1hhx.B.16,4
780,47,1hnw.A.967,10
781,47,1hnw.A.1205,10
782,47,1hnw.A.1193,10
783,47,1hnw.A.968,10
784,47,1hnw.A.1052,10
785,47,1hnw.A.1062,10
786,47,1hnw.A.1206,10
787,47,1hnw.A.964,10
788,47,1hnw.A.1051,10
789,47,1hnw.A.1197,10
790,47,1hnw.A.1203,10
791,47,1hnw.A.969,10
792,47,1hnw.A.965,10
793,47,1hnw.A.1055,10
794,47,1hnw.A.1061,10
795,47,1hnw.A.1054,10
796,47,1hnw.A.1053,10
797,47,1hnw.A.966,10
798,47,1hnw.A.1200,10
799,47,1hnw.A.1056,10
800,47,1hnw.A.1057,10
801,47,1hnw.A.1199,10
802,47,1hnw.A.1198,10
803,47,1hnw.A.1059,10
804,47,1hnw.A.1058,10
805,47,1hnw.A.963,10
806,47,1hnw.A.1194,10
807,47,1hnw.A.1196,10
808,47,1hnw.A.1195,10
809,47,1hnw.A.1060,10
810,48,1hnw.A.239,10
811,48,1hnw.A.241,10
812,48,1hnw.A.244,10
813,48,1hnw.A.894,10
814,48,1hnw.A.891,10
815,48,1hnw.A.907,10
816,48,1hnw.A.908,10
817,48,1hnw.A.892,10
818,48,1hnw.A.281,10
819,48,1hnw.A.240,10
820,48,1hnw.A.247,10
821,48,1hnw.A.246,10
822,48,1hnw.A.243,10
823,48,1hnw.A.906,10
824,48,1hnw.A.285,10
825,48,1hnw.A.286,10
826,48,1hnw.A.283,10
827,48,1hnw.A.282,10
828,48,1hnw.A.896,10
829,48,1hnw.A.889,10
830,48,1hnw.A.904,10
831,48,1hnw.A.909,10
832,48,1hnw.A.895,10
833,48,1hnw.A.284,10
834,48,1hnw.A.245,10
835,48,1hnw.A.893,10
836,48,1hnw.A.242,10
837,48,1hnw.A.905,10
838,48,1hnw.A.888,10
839,48,1hnw.A.910,10
840,48,1hnw.A.890,10
841,49,1hq1.B.178,14
842,49,1hq1.B.131,14
843,49,1hq1.B.175,14
844,49,1hq1.B.130,14
845,49,1hq1.B.132,14
846,49,1hq1.B.133,14
847,49,1hq1.B.176,14
848,49,1hq1.B.177,14
849,50,1i97.A.1174,10
850,50,1i97.A.1184,10
851,50,1i97.A.1175,10
852,50,1i97.A.1186,10
853,50,1i97.A.1176,10
854,50,1i97.A.942,10
855,50,1i97.A.1187,10
856,50,1i97.A.1180,10
857,50,1i97.A.1033,10
858,50,1i97.A.1178,10
859,50,1i97.A.940,10
860,50,1i97.A.939,10
861,50,1i97.A.949,10
862,50,1i97.A.1181,10
863,50,1i97.A.1185,10
864,50,1i97.A.1041,10
865,50,1i97.A.1042,10
866,50,1i97.A.1039,10
867,50,1i97.A.1177,10
868,50,1i97.A.1189,10
869,50,1i97.A.1037,10
870,50,1i97.A.1179,10
871,50,1i97.A.943,10
872,50,1i97.A.1040,10
873,50,1i97.A.1036,10
874,50,1i97.A.1183,10
875,50,1i97.A.1038,10
876,50,1i97.A.1182,10
877,50,1i97.A.1034,10
878,50,1i97.A.1188,10
879,50,1i97.A.944,10
880,50,1i97.A.1043,10
881,50,1i97.A.1044,10
882,50,1i97.A.945,10
883,50,1i97.A.1032,10
884,50,1i97.A.1035,10
885,50,1i97.A.941,10
886,51,1i97.A.1167,10
887,51,1i97.A.1356,10
888,51,1i97.A.1166,10
889,51,1i97.A.909,10
890,51,1i97.A.1169,10
891,51,1i97.A.1360,10
892,51,1i97.A.912,10
893,51,1i97.A.1366,10
894,51,1i97.A.1076,10
895,51,1i97.A.908,10
896,51,1i97.A.1164,10
897,51,1i97.A.918,10
898,51,1i97.A.1324,10
899,51,1i97.A.916,10
900,51,1i97.A.1357,10
901,51,1i97.A.1330,10
902,51,1i97.A.1368,10
903,51,1i97.A.1095,10
904,51,1i97.A.1073,10
905,51,1i97.A.1359,10
906,51,1i97.A.1327,10
907,51,1i97.A.1097,10
908,51,1i97.A.911,10
909,51,1i97.A.1323,10
910,51,1i97.A.1367,10
911,51,1i97.A.1168,10
912,51,1i97.A.1326,10
913,51,1i97.A.915,10
914,51,1i97.A.1072,10
915,51,1i97.A.1329,10
916,51,1i97.A.907,10
917,51,1i97.A.1358,10
918,51,1i97.A.1365,10
919,51,1i97.A.1328,10
920,51,1i97.A.1075,10
921,51,1i97.A.1074,10
922,51,1i97.A.1096,10
923,51,1i97.A.917,10
924,51,1i97.A.1325,10
925,51,1i97.A.1165,10
926,51,1i97.A.1098,10
927,51,1i97.A.1361,10
928,51,1i97.A.914,10
929,51,1i97.A.913,10
